type,provider,latitude,longitude,city,activated,borough_code,borough
Free,LinkNYC - Citybridge,40.684060839699995,-73.8705374096,Brooklyn,11/21/2017 12:00:00 AM +0000,3,Brooklyn
Free,LinkNYC - Citybridge,40.6846250902,-73.86897452699999,Brooklyn,11/21/2017 12:00:00 AM +0000,3,Brooklyn
Free,LinkNYC - Citybridge,40.6847015539,-73.86830878949999,Brooklyn,11/21/2017 12:00:00 AM +0000,3,Brooklyn
Free,LinkNYC - Citybridge,40.6851309404,-73.8667773299,Brooklyn,12/20/2017 12:00:00 AM +0000,3,Brooklyn
Free,LinkNYC - Citybridge,40.6764746696,-73.8971674505,Brooklyn,02/06/2018 12:00:00 AM +0000,3,Brooklyn
Free,LinkNYC - Citybridge,40.677221650199996,-73.8974635303,Brooklyn,01/05/2018 12:00:00 AM +0000,3,Brooklyn
Free,LinkNYC - Citybridge,40.6769941203,-73.89835842,Brooklyn,01/22/2018 12:00:00 AM +0000,3,Brooklyn
Free,LinkNYC - Citybridge,40.6770425302,-73.8992120797,Brooklyn,01/16/2018 12:00:00 AM +0000,3,Brooklyn
Free,LinkNYC - Citybridge,40.6775400004,-73.9019513697,Brooklyn,01/08/2018 12:00:00 AM +0000,3,Brooklyn
Free,LinkNYC - Citybridge,40.6778949796,-73.90299004970001,Brooklyn,01/16/2018 12:00:00 AM +0000,3,Brooklyn
Free,LinkNYC - Citybridge,40.6778615496,-73.9043006705,Brooklyn,01/05/2018 12:00:00 AM +0000,3,Brooklyn
Free,LinkNYC - Citybridge,40.67784547,-73.9059013106,Brooklyn,01/05/2018 12:00:00 AM +0000,3,Brooklyn
Free,LinkNYC - Citybridge,40.6512299704,-73.94206208,Brooklyn,07/27/2018 12:00:00 AM +0000,3,Brooklyn
Free,LinkNYC - Citybridge,40.650947490300005,-73.94554462949999,Brooklyn,10/30/2017 12:00:00 AM +0000,3,Brooklyn
Free,LinkNYC - Citybridge,40.6509619998,-73.9478340004,Brooklyn,10/30/2017 12:00:00 AM +0000,3,Brooklyn
Free,LinkNYC - Citybridge,40.6487330002,-73.9524139996,Brooklyn,02/28/2018 12:00:00 AM +0000,3,Brooklyn
Free,LinkNYC - Citybridge,40.6486891904,-73.9559619698,Brooklyn,10/12/2017 12:00:00 AM +0000,3,Brooklyn
Free,LinkNYC - Citybridge,40.6486071201,-73.95781959029999,Brooklyn,03/01/2019 12:00:00 AM +0000,3,Brooklyn
Free,LinkNYC - Citybridge,40.7181870001,-73.9596884103,Brooklyn,02/01/2018 12:00:00 AM +0000,3,Brooklyn
Free,Harlem,40.814105,-73.9404430002,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.8239255499,-73.90854944029999,Bronx,05/31/2018 12:00:00 AM +0000,2,Bronx
Free,Fiberless,40.6927500003,-74.0162,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Fiberless,40.6927199996,-74.01578000020001,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Fiberless,40.6887299999,-74.0173300004,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Fiberless,40.6925299998,-74.0145400001,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Fiberless,40.6902299998,-74.0146499995,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Fiberless,40.6901699999,-74.01443999989999,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Fiberless,40.6895899998,-74.0133999997,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Fiberless,40.6893400002,-74.0146699994,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Fiberless,40.6885699998,-74.0147000004,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Fiberless,40.6927399998,-74.0147700003,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Fiberless,40.6885999996,-74.0145499996,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Fiberless,40.692310000300004,-74.0147499997,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Fiberless,40.6903200191,-74.013139996,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Fiberless,40.6904099998,-74.0176699999,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Fiberless,40.6891999996,-74.0169600001,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Fiberless,40.6903199996,-74.0133099996,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Fiberless,40.686550000100006,-74.0209800004,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Fiberless,40.6884600004,-74.0225500005,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Fiberless,40.6892299996,-74.0218499996,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Fiberless,40.687260000100004,-74.02251,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Fiberless,40.6863000004,-74.02401999979999,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Limited Free,ALTICEUSA,40.658384999999996,-73.8875829994,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.825695999699995,-73.9273109998,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.8258150004,-73.9277309995,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.8259470001,-73.9281340004,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.8261030003,-73.9285369996,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.8263779996,-73.929249,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.826566999899995,-73.92676200060001,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.8270699998,-73.9264609997,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.827868,-73.9269030006,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.828149000100005,-73.92745700020001,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.827901999699996,-73.9283560001,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.8277990001,-73.92856500020001,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.577759999899996,-73.94556000029999,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.577979999600004,-73.9435500001,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.5769599998,-73.94358999939999,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.5768699999,-73.9445900006,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.5781699999,-73.9418199995,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.5782900004,-73.9409099997,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.5784300002,-73.9390699999,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.5783799996,-73.93991999949999,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.5781099996,-73.94273000000001,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.5778700002,-73.9446,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.5762200004,-73.94552,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.5760999997,-73.9469799995,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.5769599998,-73.94358999939999,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Free,Fiberless,40.6851699998,-74.0252600002,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Limited Free,ALTICEUSA,40.5769599998,-73.94358999939999,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.5768699999,-73.9445900006,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.7025399998,-73.9238159997,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.703041000300004,-73.9236280006,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Free,Chelsea,40.7415832891,-74.0047109131,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Chelsea,40.7410467844,-74.001803398,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Chelsea,40.743631720100005,-74.0059179066,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Chelsea,40.7421021446,-74.00421107529999,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Harlem,40.8100140004,-73.93755299979999,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Harlem,40.795988,-73.9474260006,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Harlem,40.8075429999,-73.95279300029999,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Harlem,40.811041999699995,-73.94140400020001,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Harlem,40.798959,-73.9523960004,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Harlem,40.8098880004,-73.93901200020001,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Harlem,40.8083379998,-73.948989,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Harlem,40.8151320004,-73.9396849997,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Harlem,40.8145630004,-73.94002999989999,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Harlem,40.7974669996,-73.9507169999,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Harlem,40.7997030003,-73.9509940006,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Harlem,40.799434999999995,-73.950994,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Harlem,40.8037859998,-73.9461589995,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Downtown Brooklyn,40.691860000300004,-73.988721,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Free,Downtown Brooklyn,40.6916769998,-73.98884100000001,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Free,Downtown Brooklyn,40.6915690003,-73.9887110002,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Free,Downtown Brooklyn,40.6901370001,-73.9832259996,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Free,Downtown Brooklyn,40.6900723003,-73.98232480029999,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Free,Downtown Brooklyn,40.6902329997,-73.9813279998,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Free,Downtown Brooklyn,40.6899670002,-73.98121399979999,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Free,Downtown Brooklyn,40.6899890004,-73.9809279998,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Free,Downtown Brooklyn,40.6906220002,-73.9814140004,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Free,Downtown Brooklyn,40.6908829998,-73.9896349995,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Free,Downtown Brooklyn,40.6908829998,-73.9896349995,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Free,Downtown Brooklyn,40.6908829998,-73.9896349995,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Free,Downtown Brooklyn,40.6908829998,-73.9896349995,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Free,Downtown Brooklyn,40.6908829998,-73.9896349995,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Free,Harlem,40.7988060001,-73.94997499979999,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Harlem,40.801832,-73.9434619995,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Harlem,40.801111999999996,-73.9437959994,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Harlem,40.7997210004,-73.9449320005,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Limited Free,SPECTRUM,40.6771929997,-74.0087229996,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,SPECTRUM,40.6771929997,-74.0087229996,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,SPECTRUM,40.6771929997,-74.0087229996,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,SPECTRUM,40.73121,-73.7740839999,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.7305439999,-73.7767179998,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.7301239996,-73.7738569997,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.7301239996,-73.7738569997,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.7268110003,-73.7758610004,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.729869,-73.7738410001,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.772005000300005,-73.9823840006,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Limited Free,SPECTRUM,40.612990000399996,-74.0129239997,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,SPECTRUM,40.730822000100005,-73.8844789999,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.7304889997,-73.8842000005,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.7288380002,-73.8837509996,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.7714420004,-73.9881089996,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Limited Free,SPECTRUM,40.7714420004,-73.9881089996,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Limited Free,SPECTRUM,40.7714420004,-73.9881089996,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Limited Free,SPECTRUM,40.7714420004,-73.9881089996,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Limited Free,SPECTRUM,40.7714420004,-73.9881089996,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Limited Free,SPECTRUM,40.7714420004,-73.9881089996,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Limited Free,SPECTRUM,40.5920499999,-74.1390869998,Staten Island,09/09/9999 12:00:00 AM +0000,5,Staten Island
Limited Free,ALTICEUSA,40.8784449997,-73.8754800001,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,SPECTRUM,40.591904000300005,-74.13857300020001,Staten Island,09/09/9999 12:00:00 AM +0000,5,Staten Island
Limited Free,SPECTRUM,40.5920230001,-74.1380559998,Staten Island,09/09/9999 12:00:00 AM +0000,5,Staten Island
Limited Free,SPECTRUM,40.5918470004,-74.1391530004,Staten Island,09/09/9999 12:00:00 AM +0000,5,Staten Island
Limited Free,SPECTRUM,40.5920300004,-74.13811999970001,Staten Island,09/09/9999 12:00:00 AM +0000,5,Staten Island
Limited Free,SPECTRUM,40.7199600001,-73.9814780002,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Limited Free,SPECTRUM,40.7201019996,-73.9812989997,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,Downtown Brooklyn,40.6893190003,-73.9871619999,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Free,Downtown Brooklyn,40.6893190003,-73.9871619999,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Free,Downtown Brooklyn,40.6893190003,-73.9871619999,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.7029779998,-73.9247370003,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.7033079996,-73.9240869998,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.6039930002,-73.9306709997,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.6040679998,-73.93075999999999,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.605008000000005,-73.930027,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.6060290001,-73.9284660004,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.604383,-73.9310629997,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.8406570002,-73.8426680002,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.8406570002,-73.8426680002,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.8406719997,-73.8426019995,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.8460519999,-73.82494999939999,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.8942459996,-73.8962880003,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.8937390004,-73.89622000029999,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.844468,-73.88169,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.8441409996,-73.881968,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.8765409997,-73.8784499998,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.8768270004,-73.8787249995,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.876855,-73.87887399979999,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,SPECTRUM,40.6630189998,-73.9762920002,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Free,AT&T,40.7200999998,-73.9502000002,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Free,AT&T,40.6509000002,-73.96829999970001,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Free,AT&T,40.772900000199996,-73.9740000005,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,AT&T,40.7709999998,-73.97089999949999,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.7695056596,-73.9546093603,New York,02/08/2019 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.8171570497,-73.9533698898,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.8518310698,-73.9317729695,New York,06/28/2018 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.590453110300004,-74.10092195,Staten Island,07/19/2018 12:00:00 AM +0000,5,Staten Island
Free,LinkNYC - Citybridge,40.5894883102,-74.1012707105,Staten Island,07/19/2018 12:00:00 AM +0000,5,Staten Island
Free,LinkNYC - Citybridge,40.7450998102,-73.97882096010001,New York,01/17/2019 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.84779956,-73.9121369301,Bronx,07/13/2018 12:00:00 AM +0000,2,Bronx
Free,LinkNYC - Citybridge,40.7099000002,-73.9624400005,Brooklyn,01/29/2019 12:00:00 AM +0000,3,Brooklyn
Free,LinkNYC - Citybridge,40.7272836498,-74.0054070703,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Limited Free,ALTICEUSA,40.811544,-73.91413799989999,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.811544,-73.91413799989999,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.811544,-73.91413799989999,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.811544,-73.91413799989999,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.811544,-73.91413799989999,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.811544,-73.91413799989999,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,ALTICEUSA,40.5761109996,-73.9847339995,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.5758500002,-73.9834999997,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,ALTICEUSA,40.57564,-73.9856700003,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Free,AT&T,40.8176999997,-73.8811000001,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,SPECTRUM,40.6783340001,-73.7834769997,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.6676,-73.78941999999999,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.6816100002,-73.7882500006,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.6805300004,-73.7874700001,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.6796300003,-73.78745000010001,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.683010000100005,-73.7848199995,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Free,AT&T,40.863100000100005,-73.9065000005,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Free,AT&T,40.8284999996,-73.9226999995,Bronx,09/09/9999 12:00:00 AM +0000,2,Bronx
Limited Free,SPECTRUM,40.68462,-73.7858900005,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.6849500002,-73.7872199999,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.6781400002,-73.7871099994,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.6766200001,-73.7869500004,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.6793400003,-73.7844399997,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.6807900002,-73.7846799996,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.6726799999,-73.7867800003,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.6731799999,-73.7851700005,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.6760899996,-73.7825399998,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.6748599999,-73.7841200005,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Free,AT&T,40.7014999998,-73.9943000006,Brooklyn,09/09/9999 12:00:00 AM +0000,3,Brooklyn
Limited Free,SPECTRUM,40.6750599998,-73.7874399996,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.6745399999,-73.7895499998,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.671400000300004,-73.7886099999,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Limited Free,SPECTRUM,40.6697799996,-73.7889600002,Queens,09/09/9999 12:00:00 AM +0000,4,Queens
Free,LinkNYC - Citybridge,40.715726900300005,-74.0071850598,New York,09/09/9999 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.841833540100005,-73.8859743595,Bronx,07/12/2018 12:00:00 AM +0000,2,Bronx
Free,LinkNYC - Citybridge,40.8465224499,-73.89339766970001,Bronx,08/24/2018 12:00:00 AM +0000,2,Bronx
Free,LinkNYC - Citybridge,40.8461897602,-73.8921943296,Bronx,07/13/2018 12:00:00 AM +0000,2,Bronx
Free,LinkNYC - Citybridge,40.8464340002,-73.9129580004,Bronx,07/13/2018 12:00:00 AM +0000,2,Bronx
Free,LinkNYC - Citybridge,40.7271152698,-74.0035021796,New York,06/18/2018 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.71903975,-73.9966308704,New York,02/13/2019 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.7450706,-73.9803740496,New York,02/01/2019 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.7720331396,-73.9257777196,Queens,06/28/2018 12:00:00 AM +0000,4,Queens
Free,LinkNYC - Citybridge,40.74559121,-73.97999739939999,New York,02/01/2019 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.7904010003,-73.9456830002,New York,06/15/2016 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.7908620001,-73.9453480003,New York,06/15/2016 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.7914806398,-73.9448948197,New York,03/23/2016 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.7912824004,-73.9442180495,New York,03/22/2016 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.792393620300004,-73.9442301105,New York,03/22/2016 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.7922967001,-73.94398813,New York,06/15/2016 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.7930087999,-73.9437835294,New York,03/22/2016 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.7942731204,-73.94285893989999,New York,03/22/2016 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.7949113799,-73.94239654020001,New York,07/20/2016 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.7973030002,-73.9403369995,New York,03/22/2016 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.79783525,-73.9402562097,New York,03/22/2016 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.7977090004,-73.9400349997,New York,03/22/2016 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.798139459699996,-73.9400362602,New York,07/01/2016 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.8015401826,-73.9372489995,New York,03/31/2016 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.8018986103,-73.9372890698,New York,04/11/2016 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.802663440399996,-73.93672101989999,New York,03/30/2016 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.8028699996,-73.93627000020001,New York,06/15/2016 12:00:00 AM +0000,1,Manhattan
Free,LinkNYC - Citybridge,40.8035156697,-73.9361068502,New York,03/22/2016 12:00:00 AM +0000,1,Manhattan
